@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

clean_lk_2005_0-10,5,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,62,32,0,65.957447,34.042553,0,0.318223,0.331783,0.485585,66.386661,97.139019,93.969302,325.529593,-231.56029,0.999673,3.463081,-2.463407,32.020897,0.340648,3203.130814,0.630435,29,0.3125,15,0.6875,33,0.369565,17,0.659091,0.630435,0.644444,0.318512,0.750453,0.742269,0.659574,0.34164,0.65836,0.340426,0.659555,0.659574,0.659266,0.318512,0.750453,0.731256,0.658957,0.659574,0.004,0.001,0,0,0,0,9711,305311,36847,91.489362,76.06383,?
clean_lk_2005_0-10,5,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,70,24,0,74.468085,25.531915,0,0.489593,0.265968,0.416766,53.21771,83.372116,93.969302,120.049938,-26.080636,0.999673,1.277127,-0.277454,44.688309,0.475408,4470.283885,0.76087,35,0.270833,13,0.729167,35,0.23913,11,0.729167,0.76087,0.744681,0.490036,0.838315,0.858409,0.744681,0.254645,0.745355,0.255319,0.745355,0.744681,0.744681,0.490036,0.838315,0.817279,0.744681,0.744681,0.003,0.002,0,0,0,0,9711,305311,36847,95.744681,75.531915,?
clean_lk_2005_0-10,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,77,17,0,81.914894,18.085106,0,0.637313,0.231766,0.365954,46.374172,73.207325,93.969302,240.776369,-146.807067,0.999673,2.561451,-1.561777,51.934507,0.552495,5195.139321,0.76087,35,0.125,6,0.875,42,0.23913,11,0.853659,0.76087,0.804598,0.64097,0.89221,0.895942,0.819149,0.183279,0.816721,0.180851,0.822405,0.819149,0.818429,0.64097,0.89221,0.876661,0.81814,0.819149,0.003,0.001,0,0,0,0,9711,305311,36847,97.87234,78.191489,?
clean_lk_2005_0-10,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,71,23,0,75.531915,24.468085,0,0.511081,0.283324,0.394747,56.690388,78.967238,93.969302,65.325433,28.643869,0.999673,0.694951,0.304722,42.321808,0.450232,4233.556888,0.782609,36,0.270833,13,0.729167,35,0.217391,10,0.734694,0.782609,0.757895,0.512123,0.860054,0.847007,0.755319,0.243544,0.756456,0.244681,0.756694,0.755319,0.755236,0.512123,0.860054,0.868291,0.755291,0.755319,0.003,0.002,0,0,0,0,9711,305311,36847,98.93617,84.574468,?
clean_lk_2005_0-10,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,71,23,0,75.531915,24.468085,0,0.509305,0.270471,0.425863,54.118578,85.191819,93.969302,272.261337,-178.292035,0.999673,2.896397,-1.896724,43.846017,0.466447,4386.027276,0.695652,32,0.1875,9,0.8125,39,0.304348,14,0.780488,0.695652,0.735632,0.512228,0.838315,0.777149,0.755319,0.247167,0.752833,0.244681,0.757694,0.755319,0.754345,0.512228,0.838315,0.819863,0.753955,0.755319,0.003,0.002,0.015625,0,15.625,0,9711,305311,36847,94.680851,75.531915,?
clean_lk_2005_0-10,5,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,68,26,0,72.340426,27.659574,0,0.447059,0.307807,0.456139,61.589173,91.248356,93.969302,98.036244,-4.066942,0.999673,1.042939,-0.043265,36.616297,0.389535,3662.820288,0.73913,34,0.291667,14,0.708333,34,0.26087,12,0.708333,0.73913,0.723404,0.447464,0.803442,0.767048,0.723404,0.27594,0.72406,0.276596,0.72406,0.723404,0.723404,0.447464,0.803442,0.800453,0.723404,0.723404,0.004,0.001,0,0,0,0,9711,305311,36847,95.744681,79.255319,?
clean_lk_2005_0-10,5,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,79,15,0,84.042553,15.957447,0,0.679982,0.214251,0.361812,42.86963,72.378798,93.969302,56.501113,37.46819,0.999673,0.601076,0.398598,55.058163,0.585725,5507.60644,0.782609,36,0.104167,5,0.895833,43,0.217391,10,0.878049,0.782609,0.827586,0.683884,0.899457,0.915601,0.840426,0.161984,0.838016,0.159574,0.843975,0.840426,0.83979,0.683884,0.899457,0.902549,0.839536,0.840426,0.004,0.001,0,0,0,0,9711,305311,36847,98.93617,78.191489,?
clean_lk_2005_0-10,5,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,74,20,0,78.723404,21.276596,0,0.575429,0.22652,0.365489,45.324459,73.114427,93.969302,55.871972,38.09733,0.999673,0.594383,0.405291,52.355623,0.556975,5237.264593,0.847826,39,0.270833,13,0.729167,35,0.152174,7,0.75,0.847826,0.795918,0.580154,0.906703,0.920029,0.787234,0.210241,0.789759,0.212766,0.792553,0.787234,0.786655,0.580154,0.906703,0.912809,0.786848,0.787234,0.003,0.002,0,0,0,0,9711,305311,36847,97.87234,77.659574,?
clean_lk_2005_0-10,5,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,64,30,0,68.085106,31.914894,0,0.363144,0.32881,0.476675,65.791638,95.356662,93.969302,319.839325,-225.870023,0.999673,3.402546,-2.402873,32.644816,0.347285,3265.543034,0.73913,34,0.375,18,0.625,30,0.26087,12,0.653846,0.73913,0.693878,0.366126,0.760417,0.758824,0.680851,0.316721,0.683279,0.319149,0.684709,0.680851,0.679983,0.366126,0.760417,0.743592,0.680272,0.680851,0.003,0.002,0,0.015625,0,15.625,9711,305311,36847,93.617021,80.851064,?
clean_lk_2005_0-10,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,63,31,0,67.021277,32.978723,0,0.337426,0.330109,0.477682,66.051691,95.558128,93.969302,290.78464,-196.815338,0.999673,3.093454,-2.09378,32.26927,0.34329,3227.976175,0.565217,26,0.229167,11,0.770833,37,0.434783,20,0.702703,0.565217,0.626506,0.343848,0.765851,0.784382,0.670213,0.334162,0.665838,0.329787,0.675343,0.670213,0.666466,0.343848,0.765851,0.762841,0.665634,0.670213,0.003,0.002,0,0,0,0,9711,305311,36847,94.680851,79.787234,?
clean_lk_2005_0-10,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,67,27,0,71.276596,28.723404,0,0.422394,0.301351,0.466717,60.29735,93.364492,93.969302,321.213681,-227.244378,0.999673,3.417167,-2.417493,37.951648,0.403741,3796.398729,0.586957,27,0.166667,8,0.833333,40,0.413043,19,0.771429,0.586957,0.666667,0.434599,0.78125,0.758658,0.712766,0.292476,0.707524,0.287234,0.723703,0.712766,0.708027,0.434599,0.78125,0.747418,0.707165,0.712766,0.004,0.002,0,0,0,0,9711,305311,36847,91.489362,75.531915,?
clean_lk_2005_0-10,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,64,30,0,68.085106,31.914894,0,0.364292,0.303308,0.45183,60.68894,90.386455,93.969302,305.812021,-211.842719,0.999673,3.253319,-2.253646,37.350272,0.397343,3736.241569,0.782609,36,0.416667,20,0.583333,28,0.217391,10,0.642857,0.782609,0.705882,0.372757,0.800725,0.800851,0.680851,0.314909,0.685091,0.319149,0.690849,0.680851,0.67794,0.372757,0.800725,0.777076,0.678523,0.680851,0.004,0.001,0,0,0,0,9711,305311,36847,93.617021,78.191489,?
clean_lk_2005_0-10,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,78,16,0,82.978723,17.021277,0,0.65942,0.242568,0.36988,48.535537,73.992669,93.969302,68.85277,25.116533,0.999673,0.732476,0.267197,50.472528,0.536942,5048.893907,0.826087,38,0.166667,8,0.833333,40,0.173913,8,0.826087,0.826087,0.826087,0.65942,0.884058,0.85795,0.829787,0.170367,0.829633,0.170213,0.829787,0.829787,0.829787,0.65942,0.884058,0.876741,0.82971,0.829787,0.003,0.002,0.015625,0,15.625,0,9711,305311,36847,96.808511,81.382979,?
clean_lk_2005_0-10,6,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,75,19,0,79.787234,20.212766,0,0.595745,0.255196,0.391757,51.062223,78.369142,93.969302,259.805654,-165.836352,0.999673,2.76389,-1.764217,47.558794,0.505945,4757.425706,0.804348,37,0.208333,10,0.791667,38,0.195652,9,0.787234,0.804348,0.795699,0.59588,0.85779,0.829617,0.797872,0.201858,0.798142,0.202128,0.798099,0.797872,0.797895,0.59588,0.85779,0.836834,0.797849,0.797872,0.004,0.001,0,0,0,0,9711,305311,36847,94.680851,78.723404,?
clean_lk_2005_0-10,6,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,76,18,0,80.851064,19.148936,0,0.616848,0.240027,0.382609,48.027149,76.539099,93.969302,67.979993,25.98931,0.999673,0.723191,0.276482,50.312552,0.53524,5032.89105,0.804348,37,0.1875,9,0.8125,39,0.195652,9,0.804348,0.804348,0.804348,0.616848,0.875453,0.889917,0.808511,0.191663,0.808337,0.191489,0.808511,0.808511,0.808511,0.616848,0.875453,0.876334,0.808424,0.808511,0.003,0.001,0,0.015625,0,15.625,9711,305311,36847,95.744681,76.595745,?
clean_lk_2005_0-10,6,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,78,16,0,82.978723,17.021277,0,0.659112,0.213392,0.360704,42.697618,72.157152,93.969302,59.581982,34.38732,0.999673,0.633851,0.365823,55.322944,0.588542,5534.093161,0.804348,37,0.145833,7,0.854167,41,0.195652,9,0.840909,0.804348,0.822222,0.659711,0.907609,0.885976,0.829787,0.171273,0.828727,0.170213,0.830232,0.829787,0.829633,0.659711,0.907609,0.909239,0.829478,0.829787,0.003,0.002,0,0,0,0,9711,305311,36847,96.808511,74.468085,?
clean_lk_2005_0-10,6,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,66,28,0,70.212766,29.787234,0,0.402904,0.315745,0.467854,63.177503,93.591903,93.969302,297.855017,-203.885715,0.999673,3.16867,-2.168997,35.149127,0.373927,3516.055492,0.652174,30,0.25,12,0.75,36,0.347826,16,0.714286,0.652174,0.681818,0.404378,0.779891,0.791483,0.702128,0.299954,0.700046,0.297872,0.703063,0.702128,0.701315,0.404378,0.779891,0.766293,0.700909,0.702128,0.003,0.001,0,0,0,0,9711,305311,36847,93.617021,78.723404,?
clean_lk_2005_0-10,6,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,67,27,0,71.276596,28.723404,0,0.42657,0.287215,0.409919,57.469038,82.0023,93.969302,70.847064,23.122238,0.999673,0.753692,0.245981,40.528229,0.431151,4054.140589,0.76087,35,0.333333,16,0.666667,32,0.23913,11,0.686275,0.76087,0.721649,0.428996,0.843297,0.854011,0.712766,0.28523,0.71477,0.287234,0.715846,0.712766,0.712278,0.428996,0.843297,0.854057,0.712473,0.712766,0.003,0.001,0.015625,0,15.625,0,9711,305311,36847,97.87234,82.446809,?
clean_lk_2005_0-10,6,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,73,21,0,77.659574,22.340426,0,0.552381,0.260658,0.418261,52.155058,83.671149,93.969302,268.327153,-174.357851,0.999673,2.854544,-1.854871,45.794843,0.487179,4580.973233,0.73913,34,0.1875,9,0.8125,39,0.26087,12,0.790698,0.73913,0.764045,0.553514,0.851449,0.806578,0.776596,0.224965,0.775035,0.223404,0.777425,0.776596,0.776215,0.553514,0.851449,0.835236,0.775962,0.776596,0.003,0.001,0,0,0,0,9711,305311,36847,94.680851,76.595745,?
clean_lk_2005_0-10,6,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,70,24,0,74.468085,25.531915,0,0.488203,0.292562,0.435876,58.538746,87.194854,93.969302,467.010478,-373.041176,0.999673,4.968197,-3.968523,39.945268,0.42495,3995.825559,0.695652,32,0.208333,10,0.791667,38,0.304348,14,0.761905,0.695652,0.727273,0.489989,0.810236,0.847272,0.744681,0.257362,0.742638,0.255319,0.746006,0.744681,0.743985,0.489989,0.810236,0.79453,0.743636,0.744681,0.003,0.001,0,0.015625,0,15.625,9711,305311,36847,95.744681,80.851064,?
clean_lk_2005_0-10,7,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,70,24,0,74.468085,25.531915,0,0.488667,0.302159,0.435295,60.459011,87.07869,93.969302,85.370465,8.598837,0.999673,0.908196,0.091477,38.606439,0.410707,3861.899121,0.717391,33,0.229167,11,0.770833,37,0.282609,13,0.75,0.717391,0.733333,0.489112,0.807518,0.805621,0.744681,0.256456,0.743544,0.255319,0.744894,0.744681,0.744449,0.489112,0.807518,0.810503,0.744218,0.744681,0.003,0.002,0,0,0,0,9711,305311,36847,95.744681,82.978723,?
clean_lk_2005_0-10,7,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,77,17,0,81.914894,18.085106,0,0.638298,0.220745,0.337992,44.168856,67.613772,93.969302,49.578575,44.390727,0.999673,0.527432,0.472242,53.981778,0.574274,5399.932948,0.826087,38,0.1875,9,0.8125,39,0.173913,8,0.808511,0.826087,0.817204,0.638442,0.91712,0.899666,0.819149,0.180562,0.819438,0.180851,0.819375,0.819149,0.819169,0.638442,0.91712,0.920072,0.819128,0.819149,0.004,0.001,0,0,0,0,9711,305311,36847,98.93617,79.787234,?
clean_lk_2005_0-10,7,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,74,20,0,78.723404,21.276596,0,0.573115,0.253854,0.401626,50.793722,80.343473,93.969302,77.091807,16.877496,0.999673,0.820126,0.179548,47.236586,0.502517,4725.194487,0.717391,33,0.145833,7,0.854167,41,0.282609,13,0.825,0.717391,0.767442,0.577874,0.87183,0.826797,0.787234,0.215676,0.784324,0.212766,0.79143,0.787234,0.78607,0.577874,0.87183,0.864398,0.785682,0.787234,0.003,0.001,0,0,0,0,9711,305311,36847,96.808511,77.12766,?
clean_lk_2005_0-10,7,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,64,30,0,68.085106,31.914894,0,0.362568,0.346958,0.497633,69.423006,99.549096,93.969302,353.636083,-259.666781,0.999673,3.762086,-2.762413,29.761485,0.316612,2977.116173,0.717391,33,0.354167,17,0.645833,31,0.282609,13,0.66,0.717391,0.6875,0.363884,0.727355,0.758856,0.680851,0.317626,0.682374,0.319149,0.682747,0.680851,0.680562,0.363884,0.727355,0.706185,0.680707,0.680851,0.003,0.002,0,0,0,0,9711,305311,36847,89.361702,80.319149,?
clean_lk_2005_0-10,7,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,69,25,0,73.404255,26.595745,0,0.46712,0.273755,0.441338,54.77577,88.287621,93.969302,97.981629,-4.012327,0.999673,1.042358,-0.042684,42.957569,0.456995,4297.153602,0.695652,32,0.229167,11,0.770833,37,0.304348,14,0.744186,0.695652,0.719101,0.468078,0.830616,0.821063,0.734043,0.267557,0.732443,0.265957,0.734639,0.734043,0.73359,0.468078,0.830616,0.832609,0.733288,0.734043,0.004,0.001,0.015625,0,15.625,0,9711,305311,36847,94.680851,73.93617,?
clean_lk_2005_0-10,7,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,72,22,0,76.595745,23.404255,0,0.531703,0.260315,0.401156,52.086433,80.249449,93.969302,67.599451,26.369851,0.999673,0.719143,0.28053,46.118915,0.490627,4613.390985,0.76087,35,0.229167,11,0.770833,37,0.23913,11,0.76087,0.76087,0.76087,0.531703,0.87183,0.870132,0.765957,0.234255,0.765745,0.234043,0.765957,0.765957,0.765957,0.531703,0.87183,0.882114,0.765851,0.765957,0.003,0.001,0,0,0,0,9711,305311,36847,96.808511,79.787234,?
clean_lk_2005_0-10,7,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,62,32,0,65.957447,34.042553,0,0.318223,0.335543,0.477939,67.138847,95.609361,93.969302,326.476024,-232.506722,0.999673,3.473149,-2.473476,31.240394,0.332345,3125.055162,0.630435,29,0.3125,15,0.6875,33,0.369565,17,0.659091,0.630435,0.644444,0.318512,0.743659,0.722138,0.659574,0.34164,0.65836,0.340426,0.659555,0.659574,0.659266,0.318512,0.743659,0.719745,0.658957,0.659574,0.003,0.001,0,0,0,0,9711,305311,36847,93.617021,79.255319,?
clean_lk_2005_0-10,7,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,77,17,0,81.914894,18.085106,0,0.63797,0.210155,0.34132,42.049941,68.279553,93.969302,52.254384,41.714919,0.999673,0.555898,0.443776,55.824053,0.593873,5584.220354,0.804348,37,0.166667,8,0.833333,40,0.195652,9,0.822222,0.804348,0.813187,0.638115,0.915761,0.921333,0.819149,0.181468,0.818532,0.180851,0.819212,0.819149,0.819087,0.638115,0.915761,0.918193,0.818965,0.819149,0.003,0.002,0,0,0,0,9711,305311,36847,96.808511,75,?
clean_lk_2005_0-10,7,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,63,31,0,67.021277,32.978723,0,0.340426,0.301877,0.446627,60.402755,89.3456,93.969302,98.975651,-5.006348,0.999673,1.052932,-0.053259,37.3693,0.397546,3738.145029,0.673913,31,0.333333,16,0.666667,32,0.326087,15,0.659574,0.673913,0.666667,0.340503,0.803442,0.803353,0.670213,0.329633,0.670367,0.329787,0.670439,0.670213,0.67025,0.340503,0.803442,0.805023,0.670175,0.670213,0.003,0.002,0,0,0,0,9711,305311,36847,94.680851,80.851064,?
clean_lk_2005_0-10,7,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,76,18,0,80.851064,19.148936,0,0.616848,0.239546,0.374369,47.930884,74.890674,93.969302,62.635615,31.333687,0.999673,0.666336,0.333337,50.414984,0.53633,5043.13761,0.804348,37,0.1875,9,0.8125,39,0.195652,9,0.804348,0.804348,0.804348,0.616848,0.888587,0.908174,0.808511,0.191663,0.808337,0.191489,0.808511,0.808511,0.808511,0.616848,0.888587,0.889137,0.808424,0.808511,0.004,0.001,0.015625,0,15.625,0,9711,305311,36847,98.93617,78.723404,?
clean_lk_2005_0-10,8,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,68,26,0,72.340426,27.659574,0,0.44505,0.330476,0.476005,66.125161,95.22256,93.969302,109.562851,-15.593549,0.999673,1.165562,-0.165889,32.61908,0.347011,3262.96863,0.652174,30,0.208333,10,0.791667,38,0.347826,16,0.75,0.652174,0.697674,0.448745,0.777627,0.767712,0.723404,0.279564,0.720436,0.276596,0.726359,0.723404,0.721891,0.448745,0.777627,0.785201,0.721386,0.723404,0.003,0.002,0,0,0,0,9711,305311,36847,94.680851,79.255319,?
clean_lk_2005_0-10,8,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,75,19,0,79.787234,20.212766,0,0.595745,0.216582,0.368,43.335884,73.61668,93.969302,74.193495,19.775807,0.999673,0.789293,0.210381,54.402188,0.578747,5441.987607,0.804348,37,0.208333,10,0.791667,38,0.195652,9,0.787234,0.804348,0.795699,0.59588,0.891304,0.859385,0.797872,0.201858,0.798142,0.202128,0.798099,0.797872,0.797895,0.59588,0.891304,0.877521,0.797849,0.797872,0.004,0.001,0,0.015625,0,15.625,9711,305311,36847,94.680851,76.595745,?
clean_lk_2005_0-10,8,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,73,21,0,77.659574,22.340426,0,0.551975,0.226898,0.378059,45.400146,75.628867,93.969302,58.47154,35.497762,0.999673,0.622038,0.377636,51.804592,0.551113,5182.143595,0.717391,33,0.166667,8,0.833333,40,0.282609,13,0.804878,0.717391,0.758621,0.555142,0.903533,0.900931,0.776596,0.225871,0.774129,0.223404,0.779264,0.776596,0.775706,0.555142,0.903533,0.910513,0.77535,0.776596,0.003,0.001,0,0,0,0,9711,305311,36847,97.87234,73.93617,?
clean_lk_2005_0-10,8,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,74,20,0,78.723404,21.276596,0,0.574275,0.254332,0.387816,50.889415,77.580755,93.969302,67.185779,26.783523,0.999673,0.714742,0.284931,47.569464,0.506058,4758.493095,0.782609,36,0.208333,10,0.791667,38,0.217391,10,0.782609,0.782609,0.782609,0.574275,0.870471,0.86156,0.787234,0.212959,0.787041,0.212766,0.787234,0.787234,0.787234,0.574275,0.870471,0.872685,0.787138,0.787234,0.004,0.001,0,0,0,0,9711,305311,36847,95.744681,80.851064,?
clean_lk_2005_0-10,8,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,71,23,0,75.531915,24.468085,0,0.512844,0.278962,0.417154,55.817517,83.449644,93.969302,80.627597,13.341705,0.999673,0.85774,0.141933,42.641315,0.453631,4265.517894,0.869565,40,0.354167,17,0.645833,31,0.130435,6,0.701754,0.869565,0.776699,0.527357,0.86096,0.877266,0.755319,0.239921,0.760079,0.244681,0.771244,0.755319,0.752552,0.527357,0.86096,0.853034,0.753055,0.755319,0.003,0.001,0.015625,0,15.625,0,9711,305311,36847,95.744681,79.787234,?
clean_lk_2005_0-10,8,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,65,29,0,69.148936,30.851064,0,0.381298,0.311533,0.461784,62.334705,92.377635,93.969302,473.078414,-379.109112,0.999673,5.032749,-4.033076,35.901609,0.381932,3591.328192,0.630435,29,0.25,12,0.75,36,0.369565,17,0.707317,0.630435,0.666667,0.383486,0.797554,0.789952,0.691489,0.311055,0.688945,0.308511,0.692983,0.691489,0.690261,0.383486,0.797554,0.776318,0.689769,0.691489,0.003,0.001,0,0,0,0,9711,305311,36847,94.680851,79.255319,?
clean_lk_2005_0-10,8,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,66,28,0,70.212766,29.787234,0,0.405063,0.284118,0.43601,56.849278,87.221692,93.969302,288.216706,-194.247404,0.999673,3.066135,-2.066462,40.951941,0.435659,4096.525657,0.73913,34,0.333333,16,0.666667,32,0.26087,12,0.68,0.73913,0.708333,0.406534,0.822011,0.842871,0.702128,0.296331,0.703669,0.297872,0.704139,0.702128,0.701858,0.406534,0.822011,0.811439,0.701993,0.702128,0.003,0.001,0,0,0,0,9711,305311,36847,94.680851,76.06383,?
clean_lk_2005_0-10,8,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,68,26,0,72.340426,27.659574,0,0.446558,0.321707,0.462466,64.370424,92.514225,93.969302,307.705229,-213.735926,0.999673,3.27346,-2.273786,34.434162,0.366321,3444.535826,0.717391,33,0.270833,13,0.729167,35,0.282609,13,0.717391,0.717391,0.717391,0.446558,0.774004,0.735421,0.723404,0.276846,0.723154,0.276596,0.723404,0.723404,0.723404,0.446558,0.774004,0.743115,0.723279,0.723404,0.003,0.001,0,0,0,0,9711,305311,36847,93.617021,82.446809,?
clean_lk_2005_0-10,8,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,79,15,0,84.042553,15.957447,0,0.680562,0.224292,0.360576,44.878601,72.131533,93.969302,258.277263,-164.307961,0.999673,2.74763,-1.747957,53.708049,0.571362,5372.551177,0.826087,38,0.145833,7,0.854167,41,0.173913,8,0.844444,0.826087,0.835165,0.680716,0.881341,0.812096,0.840426,0.160172,0.839828,0.159574,0.840508,0.840426,0.840371,0.680716,0.881341,0.854577,0.840263,0.840426,0.003,0.002,0,0,0,0,9711,305311,36847,96.808511,78.723404,?
clean_lk_2005_0-10,8,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,68,26,0,72.340426,27.659574,0,0.447059,0.297364,0.436539,59.49961,87.32753,93.969302,289.488451,-195.519149,0.999673,3.079664,-2.079991,38.452506,0.409069,3846.500812,0.73913,34,0.291667,14,0.708333,34,0.26087,12,0.708333,0.73913,0.723404,0.447464,0.812953,0.766096,0.723404,0.27594,0.72406,0.276596,0.72406,0.723404,0.723404,0.447464,0.812953,0.807988,0.723404,0.723404,0.003,0.001,0.015625,0,15.625,0,9711,305311,36847,96.808511,78.191489,?
clean_lk_2005_0-10,9,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,77,17,0,81.914894,18.085106,0,0.638298,0.22905,0.364101,45.830767,72.836625,93.969302,253.279945,-159.310643,0.999673,2.694468,-1.694794,52.608877,0.559669,5262.598229,0.826087,38,0.1875,9,0.8125,39,0.173913,8,0.808511,0.826087,0.817204,0.638442,0.883152,0.873454,0.819149,0.180562,0.819438,0.180851,0.819375,0.819149,0.819169,0.638442,0.883152,0.857594,0.819128,0.819149,0.004,0.001,0,0,0,0,9711,305311,36847,95.744681,79.787234,?
clean_lk_2005_0-10,9,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,73,21,0,77.659574,22.340426,0,0.552381,0.243606,0.393893,48.743121,78.796449,93.969302,82.52085,11.448452,0.999673,0.877881,0.121792,49.221221,0.52363,4923.722452,0.73913,34,0.1875,9,0.8125,39,0.26087,12,0.790698,0.73913,0.764045,0.553514,0.86413,0.823958,0.776596,0.224965,0.775035,0.223404,0.777425,0.776596,0.776215,0.553514,0.86413,0.855575,0.775962,0.776596,0.003,0.001,0.015625,0,15.625,0,9711,305311,36847,94.680851,76.06383,?
clean_lk_2005_0-10,9,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,74,20,0,78.723404,21.276596,0,0.574275,0.251662,0.392011,50.355082,78.420026,93.969302,71.664166,22.305136,0.999673,0.762385,0.237289,48.020821,0.51086,4803.643464,0.782609,36,0.208333,10,0.791667,38,0.217391,10,0.782609,0.782609,0.782609,0.574275,0.870471,0.85456,0.787234,0.212959,0.787041,0.212766,0.787234,0.787234,0.787234,0.574275,0.870471,0.87299,0.787138,0.787234,0.003,0.002,0,0,0,0,9711,305311,36847,95.744681,76.595745,?
clean_lk_2005_0-10,9,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,62,32,0,65.957447,34.042553,0,0.319457,0.314341,0.468316,62.896553,93.684454,93.969302,282.636716,-188.667413,0.999673,3.006774,-2.0071,34.411702,0.366082,3442.289032,0.673913,31,0.354167,17,0.645833,31,0.326087,15,0.645833,0.673913,0.659574,0.319746,0.810236,0.839965,0.659574,0.339828,0.660172,0.340426,0.660172,0.659574,0.659574,0.319746,0.810236,0.812156,0.659574,0.659574,0.004,0.001,0,0,0,0,9711,305311,36847,97.87234,80.319149,?
clean_lk_2005_0-10,9,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20170523.1206,846,94,75,19,0,79.787234,20.212766,0,0.595378,0.25922,0.382172,51.867408,76.451664,93.969302,59.380962,34.58834,0.999673,0.631712,0.367961,46.797343,0.497844,4681.255853,0.782609,36,0.1875,9,0.8125,39,0.217391,10,0.8,0.782609,0.791209,0.595513,0.875,0.868451,0.797872,0.202764,0.797236,0.202128,0.797916,0.797872,0.797804,0.595513,0.875,0.883,0.797666,0.797872,0.003,0.001,0,0,0,0,9711,305311,36847,100,81.914894,?
